"Method","Uri","Action","Noun","OurCommand","Evidence"
"DELETE","/deviceAppManagement/targetedManagedAppConfigurations/{param}/assignments/{param}","keep",,"Remove-MgDeviceAppManagementTargetedManagedAppConfigurationAssignment","Remove-MgDeviceAppManagementTargetedManagedAppConfigurationAssignment"
"DELETE","/deviceAppManagement/targetedManagedAppConfigurations/{param}/deploymentSummary","keep",,"Remove-MgDeviceAppManagementTargetedManagedAppConfigurationDeploymentSummary","Remove-MgDeviceAppManagementTargetedManagedAppConfigurationDeploymentSummary"
"DELETE","/deviceAppManagement/vppTokens/{param}","keep",,"Remove-MgDeviceAppManagementVppToken","Remove-MgDeviceAppManagementVppToken"
"DELETE","/deviceAppManagement/windowsInformationProtectionPolicies/{param}","keep",,"Remove-MgDeviceAppManagementWindowsInformationProtectionPolicy","Remove-MgDeviceAppManagementWindowsInformationProtectionPolicy"
"DELETE","/deviceAppManagement/windowsInformationProtectionPolicies/{param}/assignments/{param}","keep",,"Remove-MgDeviceAppManagementWindowsInformationProtectionPolicyAssignment","Remove-MgDeviceAppManagementWindowsInformationProtectionPolicyAssignment"
"DELETE","/deviceAppManagement/windowsInformationProtectionPolicies/{param}/exemptAppLockerFiles/{param}","keep",,"Remove-MgDeviceAppManagementWindowsInformationProtectionPolicyExemptAppLockerFile","Remove-MgDeviceAppManagementWindowsInformationProtectionPolicyExemptAppLockerFile"
"DELETE","/deviceAppManagement/windowsInformationProtectionPolicies/{param}/protectedAppLockerFiles/{param}","keep",,"Remove-MgDeviceAppManagementWindowsInformationProtectionPolicyProtectedAppLockerFile","Remove-MgDeviceAppManagementWindowsInformationProtectionPolicyProtectedAppLockerFile"
"DELETE","/deviceManagement/applePushNotificationCertificate","keep",,"Remove-MgDeviceManagementApplePushNotificationCertificate","Remove-MgDeviceManagementApplePushNotificationCertificate"
"DELETE","/deviceManagement/auditEvents/{param}","keep",,"Remove-MgDeviceManagementAuditEvent","Remove-MgDeviceManagementAuditEvent"
"DELETE","/deviceManagement/complianceManagementPartners/{param}","keep",,"Remove-MgDeviceManagementComplianceManagementPartner","Remove-MgDeviceManagementComplianceManagementPartner"
"DELETE","/deviceManagement/conditionalAccessSettings","keep",,"Remove-MgDeviceManagementConditionalAccessSetting","Remove-MgDeviceManagementConditionalAccessSetting"
"DELETE","/deviceManagement/detectedApps/{param}","keep",,"Remove-MgDeviceManagementDetectedApp","Remove-MgDeviceManagementDetectedApp"
"DELETE","/deviceManagement/deviceCategories/{param}","keep",,"Remove-MgDeviceManagementDeviceCategory","Remove-MgDeviceManagementDeviceCategory"
"DELETE","/deviceManagement/deviceCompliancePolicies/{param}","keep",,"Remove-MgDeviceManagementDeviceCompliancePolicy","Remove-MgDeviceManagementDeviceCompliancePolicy"
"DELETE","/deviceManagement/deviceCompliancePolicies/{param}/assignments/{param}","keep",,"Remove-MgDeviceManagementDeviceCompliancePolicyAssignment","Remove-MgDeviceManagementDeviceCompliancePolicyAssignment"
"DELETE","/deviceManagement/deviceCompliancePolicies/{param}/deviceSettingStateSummaries/{param}","keep",,"Remove-MgDeviceManagementDeviceCompliancePolicyDeviceSettingStateSummary","Remove-MgDeviceManagementDeviceCompliancePolicyDeviceSettingStateSummary"
"DELETE","/deviceManagement/deviceCompliancePolicies/{param}/deviceStatuses/{param}","keep",,"Remove-MgDeviceManagementDeviceCompliancePolicyDeviceStatus","Remove-MgDeviceManagementDeviceCompliancePolicyDeviceStatus"
"DELETE","/deviceManagement/deviceCompliancePolicies/{param}/deviceStatusOverview","keep",,"Remove-MgDeviceManagementDeviceCompliancePolicyDeviceStatusOverview","Remove-MgDeviceManagementDeviceCompliancePolicyDeviceStatusOverview"
"DELETE","/deviceManagement/deviceCompliancePolicies/{param}/scheduledActionsForRule/{param}","keep",,"Remove-MgDeviceManagementDeviceCompliancePolicyScheduledActionForRule","Remove-MgDeviceManagementDeviceCompliancePolicyScheduledActionForRule"
"DELETE","/deviceManagement/deviceCompliancePolicies/{param}/scheduledActionsForRule/{param}/scheduledActionConfigurations/{param}","keep",,"Remove-MgDeviceManagementDeviceCompliancePolicyScheduledActionForRuleScheduledActionConfiguration","Remove-MgDeviceManagementDeviceCompliancePolicyScheduledActionForRuleScheduledActionConfiguration"
"DELETE","/deviceManagement/deviceCompliancePolicies/{param}/userStatuses/{param}","keep",,"Remove-MgDeviceManagementDeviceCompliancePolicyUserStatus","Remove-MgDeviceManagementDeviceCompliancePolicyUserStatus"
"DELETE","/deviceManagement/deviceCompliancePolicies/{param}/userStatusOverview","keep",,"Remove-MgDeviceManagementDeviceCompliancePolicyUserStatusOverview","Remove-MgDeviceManagementDeviceCompliancePolicyUserStatusOverview"
"DELETE","/deviceManagement/deviceCompliancePolicyDeviceStateSummary","keep",,"Remove-MgDeviceManagementDeviceCompliancePolicyDeviceStateSummary","Remove-MgDeviceManagementDeviceCompliancePolicyDeviceStateSummary"
"DELETE","/deviceManagement/deviceCompliancePolicySettingStateSummaries/{param}","keep",,"Remove-MgDeviceManagementDeviceCompliancePolicySettingStateSummary","Remove-MgDeviceManagementDeviceCompliancePolicySettingStateSummary"
"DELETE","/deviceManagement/deviceCompliancePolicySettingStateSummaries/{param}/deviceComplianceSettingStates/{param}","keep",,"Remove-MgDeviceManagementDeviceCompliancePolicySettingStateSummaryDeviceComplianceSettingState","Remove-MgDeviceManagementDeviceCompliancePolicySettingStateSummaryDeviceComplianceSettingState"
"DELETE","/deviceManagement/deviceConfigurationDeviceStateSummaries","keep",,"Remove-MgDeviceManagementDeviceConfigurationDeviceStateSummary","Remove-MgDeviceManagementDeviceConfigurationDeviceStateSummary"
"DELETE","/deviceManagement/deviceConfigurations/{param}","keep",,"Remove-MgDeviceManagementDeviceConfiguration","Remove-MgDeviceManagementDeviceConfiguration"
"DELETE","/deviceManagement/deviceConfigurations/{param}/assignments/{param}","keep",,"Remove-MgDeviceManagementDeviceConfigurationAssignment","Remove-MgDeviceManagementDeviceConfigurationAssignment"
"DELETE","/deviceManagement/deviceConfigurations/{param}/deviceSettingStateSummaries/{param}","keep",,"Remove-MgDeviceManagementDeviceConfigurationDeviceSettingStateSummary","Remove-MgDeviceManagementDeviceConfigurationDeviceSettingStateSummary"
"DELETE","/deviceManagement/deviceConfigurations/{param}/deviceStatuses/{param}","keep",,"Remove-MgDeviceManagementDeviceConfigurationDeviceStatus","Remove-MgDeviceManagementDeviceConfigurationDeviceStatus"
"DELETE","/deviceManagement/deviceConfigurations/{param}/deviceStatusOverview","keep",,"Remove-MgDeviceManagementDeviceConfigurationDeviceStatusOverview","Remove-MgDeviceManagementDeviceConfigurationDeviceStatusOverview"
"DELETE","/deviceManagement/deviceConfigurations/{param}/userStatuses/{param}","keep",,"Remove-MgDeviceManagementDeviceConfigurationUserStatus","Remove-MgDeviceManagementDeviceConfigurationUserStatus"
"DELETE","/deviceManagement/deviceConfigurations/{param}/userStatusOverview","keep",,"Remove-MgDeviceManagementDeviceConfigurationUserStatusOverview","Remove-MgDeviceManagementDeviceConfigurationUserStatusOverview"
"DELETE","/deviceManagement/deviceEnrollmentConfigurations/{param}","keep",,"Remove-MgDeviceManagementDeviceEnrollmentConfiguration","Remove-MgDeviceManagementDeviceEnrollmentConfiguration"
"DELETE","/deviceManagement/deviceEnrollmentConfigurations/{param}/assignments/{param}","keep",,"Remove-MgDeviceManagementDeviceEnrollmentConfigurationAssignment","Remove-MgDeviceManagementDeviceEnrollmentConfigurationAssignment"
"DELETE","/deviceManagement/deviceManagementPartners/{param}","keep",,"Remove-MgDeviceManagementPartner","Remove-MgDeviceManagementPartner"
"DELETE","/deviceManagement/exchangeConnectors/{param}","keep",,"Remove-MgDeviceManagementExchangeConnector","Remove-MgDeviceManagementExchangeConnector"
"DELETE","/deviceManagement/importedWindowsAutopilotDeviceIdentities/{param}","keep",,"Remove-MgDeviceManagementImportedWindowsAutopilotDeviceIdentity","Remove-MgDeviceManagementImportedWindowsAutopilotDeviceIdentity"
"DELETE","/deviceManagement/iosUpdateStatuses/{param}","rename","DeviceManagementIoUpdateStatus","Remove-MgDeviceManagementIosUpdateStatus","Remove-MgDeviceManagementIoUpdateStatus"
"DELETE","/deviceManagement/managedDevices/{param}","keep",,"Remove-MgDeviceManagementManagedDevice","Remove-MgDeviceManagementManagedDevice"
"DELETE","/deviceManagement/managedDevices/{param}/deviceCategory","keep",,"Remove-MgDeviceManagementManagedDeviceCategory","Remove-MgDeviceManagementManagedDeviceCategory"
"DELETE","/deviceManagement/managedDevices/{param}/deviceCategory/$ref","keep",,"Remove-MgDeviceManagementManagedDeviceCategoryByRef","Remove-MgDeviceManagementManagedDeviceCategoryByRef"
"DELETE","/deviceManagement/managedDevices/{param}/deviceCompliancePolicyStates/{param}","keep",,"Remove-MgDeviceManagementManagedDeviceCompliancePolicyState","Remove-MgDeviceManagementManagedDeviceCompliancePolicyState"
"DELETE","/deviceManagement/managedDevices/{param}/deviceConfigurationStates/{param}","keep",,"Remove-MgDeviceManagementManagedDeviceConfigurationState","Remove-MgDeviceManagementManagedDeviceConfigurationState"
"DELETE","/deviceManagement/managedDevices/{param}/logCollectionRequests/{param}","keep",,"Remove-MgDeviceManagementManagedDeviceLogCollectionRequest","Remove-MgDeviceManagementManagedDeviceLogCollectionRequest"
"DELETE","/deviceManagement/managedDevices/{param}/windowsProtectionState","keep",,"Remove-MgDeviceManagementManagedDeviceWindowsProtectionState","Remove-MgDeviceManagementManagedDeviceWindowsProtectionState"
"DELETE","/deviceManagement/managedDevices/{param}/windowsProtectionState/detectedMalwareState/{param}","keep",,"Remove-MgDeviceManagementManagedDeviceWindowsProtectionStateDetectedMalwareState","Remove-MgDeviceManagementManagedDeviceWindowsProtectionStateDetectedMalwareState"
"DELETE","/deviceManagement/mobileAppTroubleshootingEvents/{param}","keep",,"Remove-MgDeviceManagementMobileAppTroubleshootingEvent","Remove-MgDeviceManagementMobileAppTroubleshootingEvent"
"DELETE","/deviceManagement/mobileAppTroubleshootingEvents/{param}/appLogCollectionRequests/{param}","keep",,"Remove-MgDeviceManagementMobileAppTroubleshootingEventAppLogCollectionRequest","Remove-MgDeviceManagementMobileAppTroubleshootingEventAppLogCollectionRequest"
"DELETE","/deviceManagement/mobileThreatDefenseConnectors/{param}","keep",,"Remove-MgDeviceManagementMobileThreatDefenseConnector","Remove-MgDeviceManagementMobileThreatDefenseConnector"
"DELETE","/deviceManagement/notificationMessageTemplates/{param}","keep",,"Remove-MgDeviceManagementNotificationMessageTemplate","Remove-MgDeviceManagementNotificationMessageTemplate"
"DELETE","/deviceManagement/notificationMessageTemplates/{param}/localizedNotificationMessages/{param}","keep",,"Remove-MgDeviceManagementNotificationMessageTemplateLocalizedNotificationMessage","Remove-MgDeviceManagementNotificationMessageTemplateLocalizedNotificationMessage"
"DELETE","/deviceManagement/remoteAssistancePartners/{param}","keep",,"Remove-MgDeviceManagementRemoteAssistancePartner","Remove-MgDeviceManagementRemoteAssistancePartner"
"DELETE","/deviceManagement/reports","keep",,"Remove-MgDeviceManagementReport","Remove-MgDeviceManagementReport"
"DELETE","/deviceManagement/reports/exportJobs/{param}","suppress",,"Remove-MgDeviceManagementReportExportJob","no oracle row for DELETE /deviceManagement/reports/exportJobs/{param} and 'Remove-MgDeviceManagementReportExportJob' unshipped"
"DELETE","/deviceManagement/resourceOperations/{param}","keep",,"Remove-MgDeviceManagementResourceOperation","Remove-MgDeviceManagementResourceOperation"
"DELETE","/deviceManagement/roleAssignments/{param}","keep",,"Remove-MgDeviceManagementRoleAssignment","Remove-MgDeviceManagementRoleAssignment"
"DELETE","/deviceManagement/roleDefinitions/{param}","keep",,"Remove-MgDeviceManagementRoleDefinition","Remove-MgDeviceManagementRoleDefinition"
"DELETE","/deviceManagement/roleDefinitions/{param}/roleAssignments/{param}","keep",,"Remove-MgDeviceManagementRoleDefinitionRoleAssignment","Remove-MgDeviceManagementRoleDefinitionRoleAssignment"
"DELETE","/deviceManagement/termsAndConditions/{param}","keep",,"Remove-MgDeviceManagementTermAndCondition","Remove-MgDeviceManagementTermAndCondition"
"DELETE","/deviceManagement/termsAndConditions/{param}/acceptanceStatuses/{param}","keep",,"Remove-MgDeviceManagementTermAndConditionAcceptanceStatus","Remove-MgDeviceManagementTermAndConditionAcceptanceStatus"
"DELETE","/deviceManagement/termsAndConditions/{param}/assignments/{param}","keep",,"Remove-MgDeviceManagementTermAndConditionAssignment","Remove-MgDeviceManagementTermAndConditionAssignment"
"DELETE","/deviceManagement/troubleshootingEvents/{param}","keep",,"Remove-MgDeviceManagementTroubleshootingEvent","Remove-MgDeviceManagementTroubleshootingEvent"
"DELETE","/deviceManagement/virtualEndpoint","suppress",,"Remove-MgDeviceManagementVirtualEndpoint","no oracle row for DELETE /deviceManagement/virtualEndpoint and 'Remove-MgDeviceManagementVirtualEndpoint' unshipped"
"DELETE","/deviceManagement/virtualEndpoint/auditEvents/{param}","suppress",,"Remove-MgDeviceManagementVirtualEndpointAuditEvent","no oracle row for DELETE /deviceManagement/virtualEndpoint/auditEvents/{param} and 'Remove-MgDeviceManagementVirtualEndpointAuditEvent' unshipped"
"DELETE","/deviceManagement/virtualEndpoint/cloudPCs/{param}","suppress",,"Remove-MgDeviceManagementVirtualEndpointCloudPCs","no oracle row for DELETE /deviceManagement/virtualEndpoint/cloudPCs/{param} and 'Remove-MgDeviceManagementVirtualEndpointCloudPCs' unshipped"
"DELETE","/deviceManagement/virtualEndpoint/deviceImages/{param}","keep",,"Remove-MgDeviceManagementVirtualEndpointDeviceImage","Remove-MgDeviceManagementVirtualEndpointDeviceImage"
"DELETE","/deviceManagement/virtualEndpoint/galleryImages/{param}","keep",,"Remove-MgDeviceManagementVirtualEndpointGalleryImage","Remove-MgDeviceManagementVirtualEndpointGalleryImage"
"DELETE","/deviceManagement/virtualEndpoint/onPremisesConnections/{param}","keep",,"Remove-MgDeviceManagementVirtualEndpointOnPremiseConnection","Remove-MgDeviceManagementVirtualEndpointOnPremiseConnection"
"DELETE","/deviceManagement/virtualEndpoint/provisioningPolicies/{param}","keep",,"Remove-MgDeviceManagementVirtualEndpointProvisioningPolicy","Remove-MgDeviceManagementVirtualEndpointProvisioningPolicy"
"DELETE","/deviceManagement/virtualEndpoint/provisioningPolicies/{param}/assignments/{param}","keep",,"Remove-MgDeviceManagementVirtualEndpointProvisioningPolicyAssignment","Remove-MgDeviceManagementVirtualEndpointProvisioningPolicyAssignment"
"DELETE","/deviceManagement/virtualEndpoint/report","keep",,"Remove-MgDeviceManagementVirtualEndpointReport","Remove-MgDeviceManagementVirtualEndpointReport"
"DELETE","/deviceManagement/virtualEndpoint/userSettings/{param}","keep",,"Remove-MgDeviceManagementVirtualEndpointUserSetting","Remove-MgDeviceManagementVirtualEndpointUserSetting"
"DELETE","/deviceManagement/virtualEndpoint/userSettings/{param}/assignments/{param}","keep",,"Remove-MgDeviceManagementVirtualEndpointUserSettingAssignment","Remove-MgDeviceManagementVirtualEndpointUserSettingAssignment"
"DELETE","/deviceManagement/windowsAutopilotDeviceIdentities/{param}","keep",,"Remove-MgDeviceManagementWindowsAutopilotDeviceIdentity","Remove-MgDeviceManagementWindowsAutopilotDeviceIdentity"
"DELETE","/deviceManagement/windowsInformationProtectionAppLearningSummaries/{param}","keep",,"Remove-MgDeviceManagementWindowsInformationProtectionAppLearningSummary","Remove-MgDeviceManagementWindowsInformationProtectionAppLearningSummary"
"DELETE","/deviceManagement/windowsInformationProtectionNetworkLearningSummaries/{param}","keep",,"Remove-MgDeviceManagementWindowsInformationProtectionNetworkLearningSummary","Remove-MgDeviceManagementWindowsInformationProtectionNetworkLearningSummary"
"DELETE","/deviceManagement/windowsMalwareInformation/{param}","keep",,"Remove-MgDeviceManagementWindowsMalwareInformation","Remove-MgDeviceManagementWindowsMalwareInformation"
"DELETE","/deviceManagement/windowsMalwareInformation/{param}/deviceMalwareStates/{param}","keep",,"Remove-MgDeviceManagementWindowsMalwareInformationDeviceMalwareState","Remove-MgDeviceManagementWindowsMalwareInformationDeviceMalwareState"
