"Module","File","ApiVersion","Command","Method","Uri","Disposition","OracleCommands"
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnRangeColumnWithColumn.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnRangeColumnWithColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/column(column={column})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnRangeEntireColumn.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnRangeEntireColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/entireColumn","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnRangeEntireRow.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnRangeEntireRow","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/entireRow","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnRangeIntersectionWithAnotherRange.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnRangeIntersectionWithAnotherRange","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/intersection(anotherRange='{anotherRange}')","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnRangeLastCell.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnRangeLastCell","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/lastCell","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnRangeLastColumn.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnRangeLastColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/lastColumn","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnRangeLastRow.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnRangeLastRow","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/lastRow","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnRangeOffsetRangeWithRowOffsetWithColumnOffset.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnRangeOffsetRangeWithRowOffsetWithColumnOffset","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/offsetRange(rowOffset={rowOffset},columnOffset={columnOffset})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnRangeResizedRangeWithDeltaRowsWithDeltaColumns.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnRangeResizedRangeWithDeltaRowsWithDeltaColumns","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/resizedRange(deltaRows={deltaRows},deltaColumns={deltaColumns})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnRangeRowsAbove.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnRangeRowsAbove","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/rowsAbove","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnRangeRowsAboveWithCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnRangeRowsAboveWithCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/rowsAbove(count={count})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnRangeRowsBelow.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnRangeRowsBelow","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/rowsBelow","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnRangeRowsBelowWithCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnRangeRowsBelowWithCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/rowsBelow(count={count})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnRangeRowWithRow.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnRangeRowWithRow","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/row(row={row})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnRangeUsedRange.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnRangeUsedRange","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/usedRange","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnRangeUsedRangeWithValuesOnly.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnRangeUsedRangeWithValuesOnly","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/usedRange(valuesOnly={valuesOnly})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnRangeVisibleView.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnRangeVisibleView","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/visibleView","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnTotalRowRange.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnTotalRowRange","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnTotalRowRangeBoundingRectWithAnotherRange.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeBoundingRectWithAnotherRange","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/boundingRect(anotherRange='{anotherRange}')","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnTotalRowRangeCellWithRowWithColumn.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeCellWithRowWithColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/cell(row={row},column={column})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnTotalRowRangeColumnsAfter.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeColumnsAfter","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/columnsAfter","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnTotalRowRangeColumnsAfterWithCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeColumnsAfterWithCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/columnsAfter(count={count})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnTotalRowRangeColumnsBefore.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeColumnsBefore","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/columnsBefore","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnTotalRowRangeColumnsBeforeWithCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeColumnsBeforeWithCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/columnsBefore(count={count})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnTotalRowRangeColumnWithColumn.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeColumnWithColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/column(column={column})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnTotalRowRangeEntireColumn.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeEntireColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/entireColumn","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnTotalRowRangeEntireRow.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeEntireRow","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/entireRow","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnTotalRowRangeIntersectionWithAnotherRange.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeIntersectionWithAnotherRange","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/intersection(anotherRange='{anotherRange}')","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnTotalRowRangeLastCell.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeLastCell","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/lastCell","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnTotalRowRangeLastColumn.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeLastColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/lastColumn","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnTotalRowRangeLastRow.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeLastRow","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/lastRow","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnTotalRowRangeOffsetRangeWithRowOffsetWithColumnOffset.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeOffsetRangeWithRowOffsetWithColumnOffset","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/offsetRange(rowOffset={rowOffset},columnOffset={columnOffset})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnTotalRowRangeResizedRangeWithDeltaRowsWithDeltaColumns.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeResizedRangeWithDeltaRowsWithDeltaColumns","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/resizedRange(deltaRows={deltaRows},deltaColumns={deltaColumns})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnTotalRowRangeRowsAbove.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeRowsAbove","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/rowsAbove","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnTotalRowRangeRowsAboveWithCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeRowsAboveWithCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/rowsAbove(count={count})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnTotalRowRangeRowsBelow.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeRowsBelow","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/rowsBelow","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnTotalRowRangeRowsBelowWithCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeRowsBelowWithCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/rowsBelow(count={count})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnTotalRowRangeRowWithRow.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeRowWithRow","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/row(row={row})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnTotalRowRangeUsedRange.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeUsedRange","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/usedRange","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnTotalRowRangeUsedRangeWithValuesOnly.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeUsedRangeWithValuesOnly","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/usedRange(valuesOnly={valuesOnly})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableColumnTotalRowRangeVisibleView.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeVisibleView","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/visibleView","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/count","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableDataBodyRange.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableDataBodyRange","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableDataBodyRangeBoundingRectWithAnotherRange.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableDataBodyRangeBoundingRectWithAnotherRange","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/boundingRect(anotherRange='{anotherRange}')","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableDataBodyRangeCellWithRowWithColumn.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableDataBodyRangeCellWithRowWithColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/cell(row={row},column={column})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableDataBodyRangeColumnsAfter.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableDataBodyRangeColumnsAfter","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/columnsAfter","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableDataBodyRangeColumnsAfterWithCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableDataBodyRangeColumnsAfterWithCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/columnsAfter(count={count})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableDataBodyRangeColumnsBefore.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableDataBodyRangeColumnsBefore","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/columnsBefore","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableDataBodyRangeColumnsBeforeWithCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableDataBodyRangeColumnsBeforeWithCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/columnsBefore(count={count})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableDataBodyRangeColumnWithColumn.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableDataBodyRangeColumnWithColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/column(column={column})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableDataBodyRangeEntireColumn.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableDataBodyRangeEntireColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/entireColumn","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableDataBodyRangeEntireRow.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableDataBodyRangeEntireRow","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/entireRow","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableDataBodyRangeIntersectionWithAnotherRange.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableDataBodyRangeIntersectionWithAnotherRange","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/intersection(anotherRange='{anotherRange}')","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableDataBodyRangeLastCell.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableDataBodyRangeLastCell","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/lastCell","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableDataBodyRangeLastColumn.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableDataBodyRangeLastColumn","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/lastColumn","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableDataBodyRangeLastRow.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableDataBodyRangeLastRow","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/lastRow","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableDataBodyRangeOffsetRangeWithRowOffsetWithColumnOffset.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableDataBodyRangeOffsetRangeWithRowOffsetWithColumnOffset","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/offsetRange(rowOffset={rowOffset},columnOffset={columnOffset})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableDataBodyRangeResizedRangeWithDeltaRowsWithDeltaColumns.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableDataBodyRangeResizedRangeWithDeltaRowsWithDeltaColumns","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/resizedRange(deltaRows={deltaRows},deltaColumns={deltaColumns})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableDataBodyRangeRowsAbove.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableDataBodyRangeRowsAbove","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/rowsAbove","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableDataBodyRangeRowsAboveWithCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableDataBodyRangeRowsAboveWithCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/rowsAbove(count={count})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableDataBodyRangeRowsBelow.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableDataBodyRangeRowsBelow","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/rowsBelow","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableDataBodyRangeRowsBelowWithCount.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableDataBodyRangeRowsBelowWithCount","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/rowsBelow(count={count})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableDataBodyRangeRowWithRow.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableDataBodyRangeRowWithRow","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/row(row={row})","no-oracle",""
"Cmdlets","GetMgDriveItemWorkbookWorksheetTableDataBodyRangeUsedRange.g.cs","v1.0","Get-MgDriveItemWorkbookWorksheetTableDataBodyRangeUsedRange","GET","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/dataBodyRange/usedRange","no-oracle",""
