OperationId,FirstModule,FirstPath,FirstMethod,SecondModule,SecondPath,SecondMethod
site.termStore.group.set_CreateTerm,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms,Post,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms,Post
site.termStore.group.set_GetTerm,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id},Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id},Get
site.termStore.group.set_UpdateTerm,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id},Patch,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id},Patch
site.termStore.group.set_DeleteTerm,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id},Delete,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id},Delete
site.termStore.group.set.term_ListChild,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/children,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/children,Get
site.termStore.group.set.term_CreateChild,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/children,Post,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/children,Post
site.termStore.group.set.term_GetChild,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1},Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1},Get
site.termStore.group.set.term_UpdateChild,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1},Patch,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1},Patch
site.termStore.group.set.term_DeleteChild,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1},Delete,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1},Delete
site.termStore.group.set.term.child_ListRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations,Get
site.termStore.group.set.term.child_CreateRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations,Post,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations,Post
site.termStore.group.set.term.child_GetRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id},Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id},Get
site.termStore.group.set.term.child_UpdateRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id},Patch,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id},Patch
site.termStore.group.set.term.child_DeleteRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id},Delete,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id},Delete
site.termStore.group.set.term.child.relation_GetFromTerm,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id}/fromTerm,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id}/fromTerm,Get
site.termStore.group.set.term.child.relation_GetSet,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id}/set,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id}/set,Get
site.termStore.group.set.term.child.relation_GetToTerm,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id}/toTerm,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id}/toTerm,Get
site.termStore.group.set.term.child.relation_GetCount,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/$count,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/$count,Get
site.termStore.group.set.term.child_GetSet,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/set,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/set,Get
site.termStore.group.set.term.child_GetCount,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/$count,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/children/$count,Get
site.termStore.group.set.term_ListRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/relations,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/relations,Get
site.termStore.group.set.term_CreateRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/relations,Post,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/relations,Post
site.termStore.group.set.term_GetRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/relations/{relation-id},Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/relations/{relation-id},Get
site.termStore.group.set.term_UpdateRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/relations/{relation-id},Patch,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/relations/{relation-id},Patch
site.termStore.group.set.term_DeleteRelation,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/relations/{relation-id},Delete,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/relations/{relation-id},Delete
site.termStore.group.set.term.relation_GetFromTerm,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/relations/{relation-id}/fromTerm,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/relations/{relation-id}/fromTerm,Get
site.termStore.group.set.term.relation_GetSet,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/relations/{relation-id}/set,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/relations/{relation-id}/set,Get
site.termStore.group.set.term.relation_GetToTerm,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/relations/{relation-id}/toTerm,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/relations/{relation-id}/toTerm,Get
site.termStore.group.set.term.relation_GetCount,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/relations/$count,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/relations/$count,Get
site.termStore.group.set.term_GetSet,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/{term-id}/set,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/{term-id}/set,Get
site.termStore.group.set.term_GetCount,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/{set-id}/terms/$count,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/{set-id}/terms/$count,Get
site.termStore.group.set_GetCount,Sites,/sites/{site-id}/termStore/groups/{group-id}/sets/$count,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/{group-id}/sets/$count,Get
site.termStore.group_GetCount,Sites,/sites/{site-id}/termStore/groups/$count,Get,Sites,/sites/{site-id}/termStores/{store-id}/groups/$count,Get
site.termStore_ListSet,Sites,/sites/{site-id}/termStore/sets,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets,Get
site.termStore_CreateSet,Sites,/sites/{site-id}/termStore/sets,Post,Sites,/sites/{site-id}/termStores/{store-id}/sets,Post
site.termStore_GetSet,Sites,/sites/{site-id}/termStore/sets/{set-id},Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id},Get
site.termStore_UpdateSet,Sites,/sites/{site-id}/termStore/sets/{set-id},Patch,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id},Patch
site.termStore_DeleteSet,Sites,/sites/{site-id}/termStore/sets/{set-id},Delete,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id},Delete
site.termStore.set_ListChild,Sites,/sites/{site-id}/termStore/sets/{set-id}/children,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children,Get
site.termStore.set_CreateChild,Sites,/sites/{site-id}/termStore/sets/{set-id}/children,Post,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children,Post
site.termStore.set_GetChild,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id},Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id},Get
site.termStore.set_UpdateChild,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id},Patch,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id},Patch
site.termStore.set_DeleteChild,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id},Delete,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id},Delete
site.termStore.set.child_ListChild,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children,Get
site.termStore.set.child_CreateChild,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children,Post,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children,Post
site.termStore.set.child_GetChild,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1},Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1},Get
site.termStore.set.child_UpdateChild,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1},Patch,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1},Patch
site.termStore.set.child_DeleteChild,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1},Delete,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1},Delete
site.termStore.set.child_ListRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Get
site.termStore.set.child_CreateRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Post,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Post
site.termStore.set.child_GetRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Get
site.termStore.set.child_UpdateRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Patch,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Patch
site.termStore.set.child_DeleteRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Delete,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Delete
site.termStore.set.child.relation_GetFromTerm,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/fromTerm,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/fromTerm,Get
site.termStore.set.child.relation_GetSet,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/set,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/set,Get
site.termStore.set.child.relation_GetToTerm,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/toTerm,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/toTerm,Get
site.termStore.set.child.relation_GetCount,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/$count,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/$count,Get
site.termStore.set.child_GetSet,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/set,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/set,Get
site.termStore.set.child_GetCount,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/$count,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/$count,Get
site.termStore.set.child_ListRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/relations,Get
site.termStore.set.child_CreateRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Post,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/relations,Post
site.termStore.set.child_GetRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/relations/{relation-id},Get
site.termStore.set.child_UpdateRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Patch,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/relations/{relation-id},Patch
site.termStore.set.child_DeleteRelation,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Delete,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/relations/{relation-id},Delete
site.termStore.set.child.relation_GetFromTerm,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/fromTerm,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/relations/{relation-id}/fromTerm,Get
site.termStore.set.child.relation_GetSet,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/set,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/relations/{relation-id}/set,Get
site.termStore.set.child.relation_GetToTerm,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/toTerm,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/relations/{relation-id}/toTerm,Get
site.termStore.set.child.relation_GetCount,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/$count,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/relations/$count,Get
site.termStore.set.child_GetSet,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/set,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/set,Get
site.termStore.set.child_GetCount,Sites,/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/$count,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/$count,Get
site.termStore.set_GetParentGroup,Sites,/sites/{site-id}/termStore/sets/{set-id}/parentGroup,Get,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup,Get
site.termStore.set_UpdateParentGroup,Sites,/sites/{site-id}/termStore/sets/{set-id}/parentGroup,Patch,Sites,/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup,Patch
